"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","habit"
"Inga capitata-INGACA",5358094,"Inga capitata","Freestanding"
"Inga chocoensis-INGACH",5358081,"Inga chocoensis","Freestanding"
"Inga ciliata-INGACI",5357813,"Inga ciliata","Freestanding"
"Inga cocleensis-INGACO-INCO",5358068,"Inga cocleensis","Freestanding"
"Inga coruscans-INGAC2",5357627,"Inga coruscans","Freestanding"
"Inga cuspidata-INGACU",5357892,"Inga cuspidata","Freestanding"
"Inga densiflora",5357837,"Inga densiflora","Freestanding"
"Inga dwyeri-INGADW",5357497,"Inga dwyeri","Freestanding"
"Inga edulis-INGAED",5357677,"Inga edulis","Freestanding"
"Inga exalata-INGAEX",5357785,"Inga exalata","Freestanding"
"Inga filiformis-INGAFI",5357541,"Inga filiformis","Freestanding"
"Inga flexuosa-INGAMC",5357759,"Inga flexuosa","Freestanding"
"Inga goldmanii-INGAGO-INGO",5357822,"Inga goldmanii","Freestanding"
"Inga gracilior-INGAGR",5357555,"Inga gracilior","Freestanding"
"Inga hayesii-INGAHA-INHA",5357942,"Inga hayesii","Freestanding"
"Inga heterophylla-INGAHE",5357852,"Inga heterophylla","Freestanding"
"Inga involucrata-INGAIN",5357850,"Inga involucrata","Freestanding"
"Inga jefensis-INGAJE",5357973,"Inga jefensis","Freestanding"
"Inga laevigata-INGALE",5629065,"Inga laevigata","Freestanding"
"Inga laurina-INGAFA-INFA",5358039,"Inga laurina","Freestanding"
"Inga leonis-INGAL1",5357776,"Inga leonis","Freestanding"
"Inga longispica-INGALO",5357740,"Inga longispica","Freestanding"
"Inga marginata-INGAMA-INMA",7546887,"Inga marginata","Freestanding"
"Inga mortoniana-INGAMO",5357561,"Inga mortoniana","Freestanding"
"Inga mucuna-INGAM1-INM1",5358088,"Inga mucuna","Freestanding"
"Inga multijuga-INGAM2-INM2",5357635,"Inga multijuga","Freestanding"
"Inga nobilis-INGAQU-INQU",5357519,"Inga nobilis","Freestanding"
"Inga oerstediana-INGAMI-INMI",5358014,"Inga oerstediana","Freestanding"
"Inga pauciflora-INGAPA-INPA",5357820,"Inga pauciflora","Freestanding"
"Inga pezizifera-INGAPE-INPE",5357576,"Inga pezizifera","Freestanding"
"Inga polita-INGAP1",5357766,"Inga polita","Freestanding"
"Inga portobellensis-INGAPO",5357704,"Inga portobellensis","Freestanding"
"Inga pseudoinvolucrata-INGAPS",5357498,"Inga pseudoinvolucrata","Freestanding"
"Inga punctata-INGAPU-INPU",5357665,"Inga punctata","Freestanding"
"Inga rubiginosa-INGAR1",5357814,"Inga rubiginosa","Freestanding"
"Inga ruiziana-INGARU-INRU",5357975,"Inga ruiziana","Freestanding"
"Inga saffordiana-INGAS2",5357800,"Inga saffordiana","Freestanding"
"Inga samanensis-INGAS3",5357648,"Inga samanensis","Freestanding"
"Inga sapindoides-INGASA-INSA",5357706,"Inga sapindoides","Freestanding"
"Inga sertulifera-INGASE-ING6",5357619,"Inga sertulifera","Freestanding"
"Inga sierrae-INGASI",5357642,"Inga sierrae","Freestanding"
"Inga spectabilis-INGASP-INSP",5357491,"Inga spectabilis","Freestanding"
"Inga spiralis-INGAS4",5357904,"Inga spiralis","Freestanding"
"Inga stenophylla-INGAST",5357750,"Inga stenophylla","Freestanding"
"Inga thibaudiana-INGATH-INTH",5357991,"Inga thibaudiana","Freestanding"
"Inga umbellifera-INGAUM-INUM",5358027,"Inga umbellifera","Freestanding"
"Inga urceolata-INGAUR",5358125,"Inga urceolata","Freestanding"
"Inga venusta-INGAV1",5357881,"Inga venusta","Freestanding"
"Inga vera-INGAVE-INVE",5357680,"Inga vera","Freestanding"
"Iochroma",6402978,"Iochroma",""
"Iochroma arborescens-ACNIAR",10209961,"Iochroma arborescens","Freestanding"
"Ipomoea",2928509,"Ipomoea",""
"Ipomoea abutiloides-TURBAB",3679213,"Ipomoea abutiloides","Climbing"
"Ipomoea alba-IPOMAL",2928631,"Ipomoea alba","Climbing"
"Ipomoea anisomeres-IPOMAN",7324178,"Ipomoea anisomeres","Climbing"
"Ipomoea aquatica-IPOMAQ",2928525,"Ipomoea aquatica","Climbing"
"Ipomoea asarifolia-IPOMAS",2928595,"Ipomoea asarifolia","Climbing"
"Ipomoea batatas-IPOMBA",2928551,"Ipomoea batatas","Climbing"
"Ipomoea batatoides-IPOMB1",7324062,"Ipomoea batatoides","Climbing"
"Ipomoea chiriquiensis-IPOMCH",7488464,"Ipomoea chiriquiensis","Climbing"
"Ipomoea corymbosa-TURBCO",8390235,"Ipomoea corymbosa","Climbing"
"Ipomoea dumosa-IPOMDU",3679944,"Ipomoea dumosa","Climbing"
"Ipomoea eremnobrocha-IPOMER",3679661,"Ipomoea eremnobrocha","Climbing"
"Ipomoea hederifolia-IPOMHE",2928624,"Ipomoea hederifolia","Climbing"
"Ipomoea imperati",2928596,"Ipomoea imperati","Climbing"
"Ipomoea indica-IPOMIN",2928598,"Ipomoea indica","Climbing"
"Ipomoea lindenii-IPOMLI",3681166,"Ipomoea lindenii","Climbing"
"Ipomoea mauritiana-IPOMMA",4927144,"Ipomoea mauritiana","Climbing"
"Ipomoea meyeri-IPOMME",2928549,"Ipomoea meyeri","Climbing"
"Ipomoea minutiflora",7862888,"Ipomoea minutiflora","Climbing"
"Ipomoea mirandina-IPOMM1",8410351,"Ipomoea mirandina","Climbing"
"Ipomoea neei-IPOMNE",8075060,"Ipomoea neei","Climbing"
"Ipomoea nil-IPOMNI",2928534,"Ipomoea nil","Climbing"
"Ipomoea peteri-IPOMTU",10815719,"Ipomoea peteri","Climbing"
"Ipomoea philomega-IPOMPH-IPOP",7926928,"Ipomoea philomega","Climbing"
"Ipomoea purpurea-IPOMPU",2928576,"Ipomoea purpurea","Climbing"
"Ipomoea quamoclit-IPOMQU",2928562,"Ipomoea quamoclit","Climbing"
"Ipomoea ramosissima-IPOMRA",4927151,"Ipomoea ramosissima","Climbing"
"Ipomoea setifera-IPOMSE",2928636,"Ipomoea setifera","Climbing"
"Ipomoea setosa-IPOMS1",2928585,"Ipomoea setosa","Climbing"
"Ipomoea squamosa-IPOMSQ-IPOS",4927163,"Ipomoea squamosa","Climbing"
"Ipomoea tiliacea-IPOMTI-IPOT",2928552,"Ipomoea tiliacea","Climbing"
"Ipomoea trifida-IPOMTR",4267463,"Ipomoea trifida","Climbing"
"Ipomoea violacea-IPOMVI",2928516,"Ipomoea violacea","Climbing"
"Iriartea",2739058,"Iriartea",""
"Iriartea deltoidea-IRIADE",2739059,"Iriartea deltoidea","Freestanding"
"Iryanthera",3743006,"Iryanthera",""
"Iryanthera hostmannii-IRYAUL",3743981,"Iryanthera hostmannii","Freestanding"
"Iryanthera juruensis-IRYAJU",3743957,"Iryanthera juruensis","Freestanding"
"Iryanthera megistocarpa-IRYAME",3743874,"Iryanthera megistocarpa","Freestanding"
"Isertia",2903511,"Isertia",""
"Isertia haenkeana-ISERHA-ISEH",2903537,"Isertia haenkeana","Freestanding"
"Isertia laevis-ISERLA",2903546,"Isertia laevis","Freestanding"
"Isertia scorpioides-ISERSC",2903560,"Isertia scorpioides","Freestanding"
"Isotrema",7313702,"Isotrema",""
"Ixora",2905224,"Ixora",""
"Ixora chinensis-IXORCO",2905600,"Ixora chinensis","Freestanding"
"Ixora findlaysoniana-IXORFI",7584260,"Ixora findlaysoniana","Freestanding"
"Ixora knappiae",2905548,"Ixora knappiae","Freestanding"
"Ixora miquelii-IXORFL",2905283,"Ixora miquelii","Freestanding"
"Ixora nicaraguensis-IXORNI",2905402,"Ixora nicaraguensis","Freestanding"
"Ixora sparsifolia",2905760,"Ixora sparsifolia","Freestanding"
"Jacaranda",3172498,"Jacaranda",""
"Jacaranda caucana-JAC1CA-JAC1",7298785,"Jacaranda caucana","Freestanding"
"Jacaranda copaia-JAC1CO-JACC",7298763,"Jacaranda copaia","Freestanding"
"Jacaranda mimosifolia-JAC1MI",3172499,"Jacaranda mimosifolia","Freestanding"
"Jacaratia",7269679,"Jacaratia",""
"Jacaratia dolichaula-JAC2DO",3838761,"Jacaratia dolichaula","Freestanding"
"Jacaratia spinosa-JAC2SP-JACS",7269688,"Jacaratia spinosa","Freestanding"
"Jacquemontia",2928487,"Jacquemontia",""
"Jacquemontia evolvuloides-JACQAG",8295204,"Jacquemontia evolvuloides","Climbing"
"Jacquemontia gabrielii-JACQCI",9174620,"Jacquemontia gabrielii","Climbing"
"Jacquemontia gracillima-JACQGR",7369858,"Jacquemontia gracillima","Climbing"
"Jacquemontia sphaerostigma-JACQSP",8372836,"Jacquemontia sphaerostigma","Climbing"
"Jacquemontia tamnifolia-JACQTA",5341725,"Jacquemontia tamnifolia","Climbing"
"Jatropha",3072692,"Jatropha",""
"Jatropha curcas-JATRCU",3072953,"Jatropha curcas","Freestanding"
"Jatropha gossypiifolia-JATRGO",3072900,"Jatropha gossypiifolia","Freestanding"
"Jatropha integerrima-JATRIN",3073017,"Jatropha integerrima","Freestanding"
"Joosia",2901093,"Joosia",""
"Joosia panamensis",2901100,"Joosia panamensis","Freestanding"
"Joosia umbellifera-JOOSUM",2901094,"Joosia umbellifera","Freestanding"
"Jubelina",7285074,"Jubelina",""
"Jubelina wilburii-JUBEWI",8010124,"Jubelina wilburii","Climbing"
"Juglandaceae",2499,"Juglandaceae",""
"Jungia",8400001,"Jungia",""
"Jungia ferruginea-JUNGFE",5402219,"Jungia ferruginea","Climbing"
"Jupunba",7266089,"Jupunba",""
"Jupunba barbouriana-PIT1BA-ABAB",11659250,"Jupunba barbouriana","Freestanding"
"Jupunba idiopoda-ABARID",11430363,"Jupunba idiopoda","Freestanding"
"Jupunba macradenia-PIT1MA-PITM",11919516,"Jupunba macradenia","Freestanding"
"Justicia",2904597,"Justicia",""
"Justicia graciliflora-JUSTGR-JUSG",3779183,"Justicia graciliflora","Climbing"
"Karwinskia",3039522,"Karwinskia",""
"Karwinskia pluvialis-RHA1CA",8365347,"Karwinskia pluvialis","Freestanding"
"Khaya",3190507,"Khaya",""
"Khaya senegalensis-KHAYSE",3190508,"Khaya senegalensis","Freestanding"
"Kigelia",3172560,"Kigelia",""
"Kigelia africana-KIGEAF",3172561,"Kigelia africana","Freestanding"
"Klarobelia",3157872,"Klarobelia",""
"Klarobelia anomala-CREMAN",3157887,"Klarobelia anomala","Freestanding"
"Kleinhovia",3152101,"Kleinhovia",""
"Kleinhovia hospita-KLEIHO",3152102,"Kleinhovia hospita","Freestanding"
"Koanophyllon",3144909,"Koanophyllon",""
"Koanophyllon hylonoma-KOANHY",4216156,"Koanophyllon hylonomum","Freestanding"
"Koanophyllon panamensis-KOANPA",3145036,"Koanophyllon panamensis","Freestanding"
"Koanophyllon pittieri-KOANPI",3144979,"Koanophyllon pittieri","Freestanding"
"Koanophyllon solidaginoides-KOANSO",4215618,"Koanophyllon solidaginoides","Freestanding"
"Koanophyllon wetmorei-KOANWE-KOAW",3145039,"Koanophyllon wetmorei","Freestanding"
"Lacistema",3075381,"Lacistema",""
"Lacistema aggregatum-LACIAG-LACA",3075397,"Lacistema aggregatum","Freestanding"
"Lacistemataceae",7524,"Lacistemataceae",""
"Lacmellea",7316922,"Lacmellea",""
"Lacmellea edulis",3618040,"Lacmellea edulis","Freestanding"
"Lacmellea panamensis-LACMPA-LACP",3617831,"Lacmellea panamensis","Freestanding"
"Lacmellea speciosa-LACMSP",3617727,"Lacmellea speciosa","Freestanding"
"Lacunaria",3231148,"Lacunaria",""
"Lacunaria crenata-LACUPA",7919991,"Lacunaria crenata","Freestanding"
"Ladenbergia",2908647,"Ladenbergia",""
"Ladenbergia brenesii-LADEBR",2908720,"Ladenbergia brenesii","Freestanding"
"Ladenbergia dwyeri-LADEDW",2908663,"Ladenbergia dwyeri","Freestanding"
"Ladenbergia heterophylla-LADEHE",2908728,"Ladenbergia heterophylla","Freestanding"
"Ladenbergia laurifolia-LADELA",2908736,"Ladenbergia laurifolia","Freestanding"
"Ladenbergia macrocarpa-LADEMA",2908702,"Ladenbergia macrocarpa","Freestanding"
"Ladenbergia nubigena-LADENU",2908678,"Ladenbergia nubigena","Freestanding"
"Laetia",8901623,"Laetia",""
"Laetia micrantha-LAETMI",10883811,"Casearia panamensis","Freestanding"
"Laetia povedae",10859963,"Casearia povedae","Freestanding"
"Laetia thamnia-LAETTH-LAET",3879935,"Laetia thamnia","Freestanding"
"Lafoensia",7286250,"Lafoensia",""
"Lafoensia punicifolia-LAFOPU-LAFP",3989500,"Lafoensia punicifolia","Freestanding"
"Lagenaria",2874671,"Lagenaria",""
"Lagenaria siceraria-LAG1SI",2874672,"Lagenaria siceraria","Climbing"
"Lagerstroemia",3188723,"Lagerstroemia",""
"Lagerstroemia floribunda-LAGETU",3988950,"Lagerstroemia floribunda","Freestanding"
"Lagerstroemia indica-LAGEIN",3188725,"Lagerstroemia indica","Freestanding"
"Lagerstroemia speciosa-LAGESP",3188724,"Lagerstroemia speciosa","Freestanding"
"Lagerstroemia tomentosa-LAGETO",3988234,"Lagerstroemia tomentosa","Freestanding"
"Laguncularia",3189381,"Laguncularia",""
"Laguncularia racemosa-LAGURA",3189382,"Laguncularia racemosa","Freestanding"
"Lamiaceae",2497,"Lamiaceae",""
"Lauraceae",6688,"Lauraceae",""
"Laxoplumeria",7316641,"Laxoplumeria",""
"Laxoplumeria tessmannii-LAXOTE",3615153,"Laxoplumeria tessmannii","Freestanding"
"Lecointea",2965103,"Lecointea",""
"Lecointea amazonica-LECOAM",2965104,"Lecointea amazonica","Freestanding"
"Lecythidaceae",3990,"Lecythidaceae",""
"Lecythis",3082348,"Lecythis",""
"Lecythis ampla-LECYAM",3082427,"Lecythis ampla","Freestanding"
"Lecythis lanceolata-LECYMI",3082508,"Lecythis lanceolata","Freestanding"
"Lecythis mesophylla-LECYME",3082391,"Lecythis mesophylla","Freestanding"
"Lecythis pisonis-LECYPI",3082440,"Lecythis pisonis","Freestanding"
"Lecythis tuyrana-LECYTU",3082354,"Lecythis tuyrana","Freestanding"
"Lennea",3230467,"Lennea",""
"Lennea viridiflora-LENNVI",5357468,"Lennea viridiflora","Freestanding"
"Leonia",3231302,"Leonia",""
"Leonia blakeana-GLOEBL",4075246,"Gloeospermum blakeanum","Freestanding"
"Leonia borealis-GLOEBO",4075225,"Gloeospermum boreale","Freestanding"
"Leonia glycycarpa-LEONGL",7296446,"Leonia glycycarpa","Freestanding"
"Leonia pauciflora-GLOEPA",4075037,"Gloeospermum pauciflorum","Freestanding"
"Leonia portobelensis-GLOEPO",4074995,"Gloeospermum portobelense","Freestanding"
"Leonia sphaerocarpa-GLOESP",7296361,"Gloeospermum sphaerocarpum","Freestanding"
"Lepidobotryaceae",3990272,"Lepidobotryaceae",""
"Leptobalanus",9798427,"Leptobalanus",""
"Leptobalanus granvillei-LICAGR",9998215,"Leptobalanus granvillei","Freestanding"
"Leptobalanus jefensis-LICAJE",10730736,"Leptobalanus jefensis","Freestanding"
"Leptobalanus longistylus-LICALO",10299697,"Leptobalanus longistylus","Freestanding"
"Leptobalanus morii-LICAMO",10822354,"Leptobalanus morii","Freestanding"
"Leptobalanus sparsipilis-LICASP",10804288,"Leptobalanus sparsipilis","Freestanding"
"Leptolobium",5348610,"Leptolobium",""
"Leptolobium panamense-ACOSPA",5633780,"Leptolobium panamense","Freestanding"
"Leptospron",7942633,"Leptospron",""
"Leptospron adenanthum-VIGNAD",7989033,"Leptospron adenanthum","Climbing"
"Leretia",3596539,"Leretia",""
"Leretia cordata-LERECO",3597442,"Leretia cordata","Climbing"
"Leucaena",2970337,"Leucaena",""
"Leucaena leucocephala-LEUCLE",2970418,"Leucaena leucocephala","Freestanding"
"Leucaena multicapitula-LEUCMU-LEUM",2970407,"Leucaena multicapitula","Freestanding"
"Leuenbergeria",8400827,"Leuenbergeria",""
"Leuenbergeria bleo-PER1BL",10629177,"Leuenbergeria bleo","Freestanding"
"Leuenbergeria guamacho-PER1GU",11049981,"Leuenbergeria guamacho","Freestanding"
"Libidibia",6376506,"Libidibia",""
"Libidibia coriaria-CAESCO",2958707,"Libidibia coriaria","Freestanding"
"Licania",2985250,"Licania",""
"Licania affinis-LICAAF",2985472,"Licania affinis","Freestanding"
"Licania cruegeriana-LICACR",2985436,"Licania cruegeriana","Freestanding"
"Licania hypoleuca-LICAHY-LICH",2985272,"Licania hypoleuca","Freestanding"
"Licania micrantha-LICAMI",2985424,"Licania micrantha","Freestanding"
"Licaria",3033969,"Licaria",""
"Licaria agglomerata",7592830,"Licaria agglomerata","Freestanding"
"Licaria armeniaca",4183187,"Licaria armeniaca","Freestanding"
"Licaria cannella-LIC1CA",7304725,"Licaria canella","Freestanding"
"Licaria cogolloi",8087233,"Licaria cogolloi","Freestanding"
"Licaria excelsa-LIC1EX",4182571,"Licaria excelsa","Freestanding"
"Licaria guianensis-LIC1GU",4182465,"Licaria guianensis","Freestanding"
"Licaria misantlae-LIC1MI",4182150,"Licaria misantlae","Freestanding"
"Licaria nitida",7390329,"Licaria nitida","Freestanding"
"Licaria triandra-LIC1TR",3033970,"Licaria triandra","Freestanding"
"Licuala",7830622,"Licuala",""
"Linaceae",2493,"Linaceae",""
"Lindackeria",7274185,"Lindackeria",""
"Lindackeria laurina-LINDLA-LINL",3879668,"Lindackeria laurina","Freestanding"
"Lisianthius",3169882,"Lisianthius",""
"Lisianthius aurantiacus",3844206,"Lisianthius aurantiacus","Freestanding"
"Lisianthius habuensis",3843763,"Lisianthius habuensis","Freestanding"
"Lisianthius jefensis-LISIJE",3843713,"Lisianthius jefensis","Freestanding"
"Lisianthius skinneri",7396748,"Lisianthus skinneri","Freestanding"
"Lisianthus",7270152,"Lisianthus",""
"Litchi",3190001,"Litchi",""
"Litchi chinensis-LITCSI",3190002,"Litchi chinensis","Freestanding"
"Livistona",2733389,"Livistona",""
"Livistona chinensis-LIVICH",2733469,"Livistona chinensis","Freestanding"
"Loganiaceae",2502,"Loganiaceae",""
"Lonchocarpus",2968975,"Lonchocarpus",""
"Lonchocarpus acuminatus-LONCAC",2969145,"Lonchocarpus acuminatus","Freestanding"
"Lonchocarpus atropurpureus-LONCAT",2969234,"Lonchocarpus atropurpureus","Freestanding"
"Lonchocarpus chiricanus-LONCCH",2969069,"Lonchocarpus chiricanus","Freestanding"
"Lonchocarpus ferrugineus-LONCFE",2969106,"Lonchocarpus ferrugineus","Freestanding"
"Lonchocarpus guatemalensis-LONCGU",2969021,"Lonchocarpus guatemalensis","Freestanding"
"Lonchocarpus heptaphyllus-LONCLA-LONL",2969089,"Lonchocarpus heptaphyllus","Freestanding"
"Lonchocarpus lindsayi-LONCLI",2959567,"Lonchocarpus lindsayi","Freestanding"
"Lonchocarpus luteomaculatus-LONCLU-LON2",2969181,"Lonchocarpus luteomaculatus","Freestanding"
"Lonchocarpus macrophyllus-LONCMA",2969045,"Lonchocarpus macrophyllus","Freestanding"
"Lonchocarpus minimiflorus-LONCMI",2969141,"Lonchocarpus minimiflorus","Freestanding"
"Lonchocarpus oliganthus-LONCOL",2969225,"Lonchocarpus oliganthus","Freestanding"
"Lonchocarpus schiedeanus-LONCSC",2959564,"Lonchocarpus schiedeanus","Freestanding"
"Lonchocarpus sericeus-LONCSE",2969156,"Lonchocarpus sericeus","Freestanding"
"Lonchocarpus velutinus-LONCVE",2969008,"Lonchocarpus velutinus","Freestanding"
"Lozania",3075434,"Lozania",""
"Lozania mutisiana-LOZAMU",3075444,"Lozania mutisiana","Freestanding"
"Lozania pittieri-LOZAPI-LOZP",3075439,"Lozania pittieri","Freestanding"
"Luehea",3152076,"Luehea",""
"Luehea candida-LUEHCA",5706146,"Luehea candida","Freestanding"
"Luehea seemannii-LUEHSE-LUE1",7149790,"Luehea seemannii","Freestanding"
"Luehea speciosa-LUEHSP-LUE2",5406662,"Luehea speciosa","Freestanding"
"Luffa",2874598,"Luffa",""
"Luffa aegyptiaca-LUFFAE",2874599,"Luffa aegyptiaca","Climbing"
"Luffa operculata-LUFFOP",2874603,"Luffa operculata","Climbing"
"Lunania",2874167,"Lunania",""
"Lunania mexicana-LUNAPI",8186693,"Lunania mexicana","Freestanding"
"Lunania parviflora-LUNAPA",3879038,"Lunania parviflora","Freestanding"
"Lundia",3233547,"Lundia",""
"Lundia corymbifera-LUNDCO",5668482,"Lundia corymbifera","Climbing"
"Lundia puberula-LUNDPU",5668448,"Lundia puberula","Climbing"
"Lycianthes",2928971,"Lycianthes",""
"Lycianthes anomala-LYCIAN",3800326,"Lycianthes anomala","Freestanding"
"Lycianthes beckneriana-LYCIBE",3800230,"Lycianthes beckneriana","Freestanding"
"Lycianthes furcatistellata",3799818,"Lycianthes furcatistellata","Freestanding"
"Lycianthes gorgonea",3799778,"Lycianthes gorgonea","Freestanding"
"Lycianthes heteroclita",7299631,"Lycianthes heteroclita","Freestanding"
"Lycianthes howardiana",3799651,"Lycianthes howardiana","Freestanding"
"Lycianthes maxonii-LYCIMA-LYCM",7299566,"Lycianthes maxonii","Freestanding"
"Lycianthes multiflora",7299547,"Lycianthes multiflora","Freestanding"
"Lycianthes nitida",3799241,"Lycianthes nitida","Freestanding"
"Lycianthes quichensis",3799046,"Lycianthes quichensis","Freestanding"
"Lycianthes synanthera-LYCS",3798770,"Lycianthes synanthera","Freestanding"
"Lycoseris",3093124,"Lycoseris",""
"Lycoseris crocata-LYCOCR",3093130,"Lycoseris crocata","Climbing"
"Lycoseris triplinervia-LYCOTR",3093143,"Lycoseris triplinervia","Climbing"
"Lythraceae",6684,"Lythraceae",""
"Mabea",3071743,"Mabea",""
"Mabea jefensis-MABEJE",3071767,"Mabea jefensis","Freestanding"
"Mabea klugii",3071778,"Mabea klugii","Freestanding"
"Mabea montana-MABEMO",3071750,"Mabea montana","Freestanding"
"Mabea occidentalis-MABEOC-MABO",3071832,"Mabea occidentalis","Freestanding"
"Machaerium",2959589,"Machaerium",""
"Machaerium biovulatum-MACHBI",5355033,"Machaerium biovulatum","Freestanding"
"Machaerium floribundum-MACHFL-MACF",5354927,"Machaerium floribundum","Climbing"
"Machaerium isadelphum-MACHMI-MAC1",7932857,"Machaerium isadelphum","Climbing"
"Machaerium kegelii-MACHKE-MACK",5355165,"Machaerium kegelii","Climbing"
"Machaerium milleflorum-MACHM2-MAC2",5355082,"Machaerium milleflorum","Climbing"
"Machaerium pittieri-MACHPI-MACA",5355161,"Machaerium pittieri","Climbing"
"Machaerium salvadorense-MACHSA",5354919,"Machaerium salvadorense","Climbing"
"Machaerium seemannii-MACHSE-MACS",5355162,"Machaerium seemannii","Climbing"
"Machaonia",2907877,"Machaonia",""
"Machaonia acuminata-MAC3AC",2907948,"Machaonia acuminata","Freestanding"
"Machaonia erythrocarpa-ALLEER",2907882,"Machaonia erythrocarpa","Freestanding"
"Machaonia martinicensis",2907905,"Machaonia martinicensis","Freestanding"
"Maclura",2984579,"Maclura",""
"Maclura tinctoria-MACLTI-MACT",2984583,"Maclura tinctoria","Freestanding"
"Macoubea",7317310,"Macoubea",""
"Macoubea mesoamericana-MACOSP",3621126,"Macoubea mesoamericana","Freestanding"
"Macrocnemum",2895624,"Macrocnemum",""
"Macrocnemum roseum-MACRGL-MACG",2895641,"Macrocnemum roseum","Freestanding"
"Macrohasseltia",7311101,"Macrohasseltia",""
"Macrohasseltia macroterantha-MAC2MA",4260447,"Macrohasseltia macroterantha","Freestanding"
"Macrolobium",7743878,"Macrolobium",""
"Macrolobium colombianum-MAC1C1",7933627,"Macrolobium colombianum","Freestanding"
"Macrolobium costaricense-MAC1CO",2948910,"Macrolobium costaricense","Freestanding"
"Macrolobium modicopetalum-MAC1MO",2948751,"Macrolobium modicopetalum","Freestanding"
"Macrolobium pittieri-MAC1PI",2948874,"Macrolobium pittieri","Freestanding"
"Macropharynx",3230967,"Macropharynx",""
"Macropharynx colombiana-PEL4CO",9556783,"Macropharynx colombiana","Climbing"
"Macropsychanthus",2974520,"Macropsychanthus",""
"Macropsychanthus aureus-DIOCAU",11377867,"Macropsychanthus aureus","Climbing"
"Macropsychanthus comosus-DIOCRE-DIOR",10954319,"Macropsychanthus comosus","Climbing"
"Macropsychanthus malacocarpus-DIOCMA",11001304,"Macropsychanthus malacocarpus","Climbing"
"Macropsychanthus megacarpus-DIOCME",10908302,"Macropsychanthus megacarpus","Climbing"
"Macropsychanthus wilsonii-DIOCWI-DIOW",10990808,"Macropsychanthus wilsonii","Climbing"
"Macroptilium",2945015,"Macroptilium",""
"Macroptilium atropurpureum-MAC4AT",2945047,"Macroptilium atropurpureum","Climbing"
"Macroptilium gracile-MAC4GR",2945054,"Macroptilium gracile","Climbing"
"Macroscepis",7312421,"Macroscepis",""
"Macroscepis hirsuta-MATEHI",3579340,"Macroscepis hirsuta","Climbing"
"Magnolia",2888195,"Magnolia",""
"Magnolia chiriquiensis",8764762,"Magnolia chiriquiensis","Freestanding"
"Magnolia gloriensis-TALAGL",3153408,"Magnolia gloriensis","Freestanding"
"Magnolia morii",3153703,"Magnolia morii","Freestanding"
"Magnolia panamensis-MAGNPA",7956934,"Magnolia panamensis","Freestanding"
"Magnolia poasana-MAGNPO",3153281,"Magnolia poasana","Freestanding"
"Magnolia sambuensis-TALASA",3153578,"Magnolia sambuensis","Freestanding"
"Magnolia sororum-MAGNSO",3153444,"Magnolia sororum","Freestanding"
"Magnoliaceae",4690,"Magnoliaceae",""
"Malmea",3154830,"Malmea",""
"Malmea dimera-MALMDI",3154835,"Malmea dimera","Freestanding"
"Malouetia",7317134,"Malouetia",""
"Malouetia guatemalensis-MALOGU-MALG",3619989,"Malouetia guatemalensis","Freestanding"
"Malouetia quadricasarum-MALOIS",3619671,"Malouetia quadricasarum","Freestanding"
"Malpighia",3191274,"Malpighia",""
"Malpighia albiflora-MALPAL",7285012,"Malpighia albiflora","Freestanding"
"Malpighia emarginata-MALPEM",5421427,"Malpighia emarginata","Freestanding"
"Malpighia glabra-MALPGL",5421429,"Malpighia glabra","Freestanding"
"Malpighia romeroana-MALPRO-MALR",7285434,"Malpighia romeroana","Freestanding"
"Malpighia verruculosa",7285349,"Malpighia verruculosa","Freestanding"
"Malpighiaceae",6676,"Malpighiaceae",""
"Malvaceae",6685,"Malvaceae",""
"Malvaviscus",3152774,"Malvaviscus",""
"Malvaviscus arboreus-MALVAR",3152775,"Malvaviscus arboreus","Freestanding"
"Malvaviscus concinnus-MALVCO",3937390,"Malvaviscus concinnus","Freestanding"
"Malvaviscus penduliflorus",3152776,"Malvaviscus penduliflorus","Freestanding"
"Mammea",3189420,"Mammea",""
"Mammea americana-MAMMAM",3189421,"Mammea americana","Freestanding"
"Mammea immansueta-MAMMIM",7782996,"Mammea immansueta","Freestanding"
"Mandevilla",3169658,"Mandevilla",""
"Mandevilla hirsuta-MANDHI",7913328,"Mandevilla hirsuta","Climbing"
"Mandevilla subsagittata-MANDSU-MANS",3169662,"Mandevilla subsagittata","Climbing"
"Mandevilla veraguasensis-MANDVE",7779442,"Mandevilla veraguasensis","Climbing"
"Mandevilla villosa-MANDVI-MANV",3615169,"Mandevilla villosa","Climbing"
"Mangifera",3075453,"Mangifera",""
"Mangifera indica-MANGIN-MANI",3190638,"Mangifera indica","Freestanding"
"Manicaria",2735043,"Manicaria",""
"Manicaria saccifera-MAN2SA",2735044,"Manicaria saccifera","Freestanding"
"Manihot",3060685,"Manihot",""
"Manihot aesculifolia-MAN1AE",3061128,"Manihot aesculifolia","Freestanding"
"Manihot brachyloba-MAN1BR",3061115,"Manihot brachyloba","Freestanding"
"Manihot esculenta-MAN1ES",3060998,"Manihot esculenta","Freestanding"
"Manilkara",2885024,"Manilkara",""
"Manilkara bidentata-MANIBI-MANB",2885366,"Manilkara bidentata","Freestanding"
"Manilkara chicle-MANICH",2885232,"Manilkara chicle","Freestanding"
"Manilkara staminodella-MANIST",2885096,"Manilkara staminodella","Freestanding"
