"taxon_code","gbif_accepted_taxon_id","gbif_accepted_scientific_name","habit"
"Lacistemataceae",7524,"Lacistemataceae",""
"Lacmellea",7316922,"Lacmellea",""
"Lacmellea panamensis-LACMPA-LACP",3617831,"Lacmellea panamensis","Freestanding"
"Lacunaria",3231148,"Lacunaria",""
"Ladenbergia",2908647,"Ladenbergia",""
"Laetia",8901623,"Laetia",""
"Laetia thamnia-LAETTH-LAET",10825085,"Casearia thamnia","Freestanding"
"Lafoensia",7286250,"Lafoensia",""
"Lafoensia punicifolia-LAFOPU-LAFP",3989500,"Lafoensia punicifolia","Freestanding"
"Lagenaria",2874671,"Lagenaria",""
"Lagerstroemia",3188723,"Lagerstroemia",""
"Laguncularia",3189381,"Laguncularia",""
"Lamiaceae",2497,"Lamiaceae",""
"Lauraceae",6688,"Lauraceae",""
"Laxoplumeria",7316641,"Laxoplumeria",""
"Lecointea",2965103,"Lecointea",""
"Lecythidaceae",3990,"Lecythidaceae",""
"Lecythis",3082348,"Lecythis",""
"Lennea",3230467,"Lennea",""
"Leonia",3231302,"Leonia",""
"Lepidobotryaceae",3990272,"Lepidobotryaceae",""
"Leptobalanus",9798427,"Leptobalanus",""
"Leptolobium",5348610,"Leptolobium",""
"Leptospron",7942633,"Leptospron",""
"Leretia",3596539,"Leretia",""
"Leucaena",2970337,"Leucaena",""
"Leucaena multicapitula-LEUCMU-LEUM",2970407,"Leucaena multicapitula","Freestanding"
"Leuenbergeria",8400827,"Leuenbergeria",""
"Libidibia",6376506,"Libidibia",""
"Licania",2985250,"Licania",""
"Licania hypoleuca-LICAHY-LICH",2985272,"Licania hypoleuca","Freestanding"
"Licaria",3033969,"Licaria",""
"Licuala",7830622,"Licuala",""
"Linaceae",2493,"Linaceae",""
"Lindackeria",7274185,"Lindackeria",""
"Lindackeria laurina-LINDLA-LINL",3879668,"Lindackeria laurina","Freestanding"
"Lisianthius",3169882,"Lisianthius",""
"Lisianthus",7270152,"Lisianthus",""
"Litchi",3190001,"Litchi",""
"Livistona",2733389,"Livistona",""
"Loganiaceae",2502,"Loganiaceae",""
"Lonchocarpus",2968975,"Lonchocarpus",""
"Lonchocarpus heptaphyllus-LONCLA-LONL",2969089,"Lonchocarpus heptaphyllus","Freestanding"
"Lonchocarpus luteomaculatus-LONCLU-LON2",2969181,"Lonchocarpus luteomaculatus","Freestanding"
"Lonchocarpus velutinus-LONCVE",2969008,"Lonchocarpus velutinus","Freestanding"
"Lozania",3075434,"Lozania",""
"Lozania pittieri-LOZAPI-LOZP",3075439,"Lozania pittieri","Freestanding"
"Luehea",3152076,"Luehea",""
"Luehea seemannii-LUEHSE-LUE1",7149790,"Luehea seemannii","Freestanding"
"Luehea speciosa-LUEHSP-LUE2",5406662,"Luehea speciosa","Freestanding"
"Luffa",2874598,"Luffa",""
"Lunania",2874167,"Lunania",""
"Lundia",3233547,"Lundia",""
"Lycianthes",2928971,"Lycianthes",""
"Lycianthes maxonii-LYCIMA-LYCM",7299566,"Lycianthes maxonii","Freestanding"
"Lycianthes synanthera-LYCS",3798770,"Lycianthes synanthera","Freestanding"
"Lycoseris",3093124,"Lycoseris",""
"Lythraceae",6684,"Lythraceae",""
"Mabea",3071743,"Mabea",""
"Mabea occidentalis-MABEOC-MABO",3071832,"Mabea occidentalis","Freestanding"
"Machaerium",2959589,"Machaerium",""
"Machaerium floribundum-MACHFL-MACF",5354927,"Machaerium floribundum","Climbing"
"Machaerium isadelphum-MACHMI-MAC1",7932857,"Machaerium isadelphum","Climbing"
"Machaerium kegelii-MACHKE-MACK",5355165,"Machaerium kegelii","Climbing"
"Machaerium milleflorum-MACHM2-MAC2",5355082,"Machaerium milleflorum","Climbing"
"Machaerium salvadorense-MACHSA",5354919,"Machaerium salvadorense","Climbing"
"Machaerium seemannii-MACHSE-MACS",5355162,"Machaerium seemannii","Climbing"
"Machaonia",2907877,"Machaonia",""
"Maclura",2984579,"Maclura",""
"Macoubea",7317310,"Macoubea",""
"Macrocnemum",2895624,"Macrocnemum",""
"Macrocnemum roseum-MACRGL-MACG",2895641,"Macrocnemum roseum","Freestanding"
"Macrohasseltia",7311101,"Macrohasseltia",""
"Macrolobium",7743878,"Macrolobium",""
"Macropharynx",3230967,"Macropharynx",""
"Macropsychanthus",2974520,"Macropsychanthus",""
"Macropsychanthus comosus-DIOCRE-DIOR",10954319,"Macropsychanthus comosus","Climbing"
"Macropsychanthus wilsonii-DIOCWI-DIOW",10990808,"Macropsychanthus wilsonii","Climbing"
"Macroptilium",2945015,"Macroptilium",""
"Macroscepis",7312421,"Macroscepis",""
"Macroscepis hirsuta-MATEHI",3579340,"Macroscepis hirsuta","Climbing"
"Magnolia",2888195,"Magnolia",""
"Magnoliaceae",4690,"Magnoliaceae",""
"Malmea",3154830,"Malmea",""
"Malouetia",7317134,"Malouetia",""
"Malouetia guatemalensis-MALOGU-MALG",3619989,"Malouetia guatemalensis","Freestanding"
"Malouetia quadricasarum-MALOIS",3619671,"Malouetia quadricasarum","Freestanding"
"Malpighia",3191274,"Malpighia",""
"Malpighia romeroana-MALPRO-MALR",7285434,"Malpighia romeroana","Freestanding"
"Malpighiaceae",6676,"Malpighiaceae",""
"Malvaceae",6685,"Malvaceae",""
"Malvaviscus",3152774,"Malvaviscus",""
"Mammea",3189420,"Mammea",""
"Mammea americana-MAMMAM",3189421,"Mammea americana","Freestanding"
"Mandevilla",3169658,"Mandevilla",""
"Mandevilla villosa-MANDVI-MANV",3615169,"Mandevilla villosa","Climbing"
"Mangifera",3075453,"Mangifera",""
"Mangifera indica-MANGIN-MANI",3190638,"Mangifera indica","Freestanding"
"Manicaria",2735043,"Manicaria",""
"Manihot",3060685,"Manihot",""
"Manihot esculenta-MAN1ES",3060998,"Manihot esculenta","Freestanding"
"Manilkara",2885024,"Manilkara",""
"Mansoa",3172602,"Mansoa",""
"Mansoa hymenaea-MANSHY",4094496,"Mansoa hymenaea","Climbing"
"Mappia",3169093,"Mappia",""
"Maprounea",3054655,"Maprounea",""
"Maquira",7262473,"Maquira",""
"Maquira guianensis-MAQUCO-MAQC",3763686,"Maquira guianensis","Freestanding"
"Maranthes",2984709,"Maranthes",""
"Marcgravia",3189414,"Marcgravia",""
"Marcgravia nepenthoides-MARCNE-MAR3",5614666,"Marcgravia nepenthoides","Climbing"
"Marcgraviaceae",6643,"Marcgraviaceae",""
"Marcgraviastrum",7275888,"Marcgraviastrum",""
"Margaritaria",8016408,"Margaritaria",""
"Margaritaria nobilis-MARGNO-MAR2",5383279,"Margaritaria nobilis","Freestanding"
"Marila",3189554,"Marila",""
"Marila laxiflora-MAR1LA-MARL",7656893,"Marila laxiflora","Freestanding"
"Maripa",3234444,"Maripa",""
"Maripa nicaraguensis-MARINI",5549225,"Maripa nicaraguensis","Climbing"
"Maripa panamensis-MARIPA-MARP",5549221,"Maripa panamensis","Climbing"
"Martinella",3172519,"Martinella",""
"Martinella obovata-MARTOB-MARO",5415078,"Martinella obovata","Climbing"
"Mascagnia",7284941,"Mascagnia",""
"Mascagnia divaricata-MAS2DI",3983715,"Mascagnia divaricata","Climbing"
"Mascagnia ovatifolia-MAS2OV-MASN",7285093,"Mascagnia ovatifolia","Climbing"
"Mascarenhasia",7316577,"Mascarenhasia",""
"Matayba",3190011,"Matayba",""
"Matelea",3170475,"Matelea",""
"Matelea denticulata-MATEDE",9858523,"Chloropetalum denticulatum","Climbing"
"Matelea pinguifolia-MATEP1",3570864,"Matelea pinguifolia","Climbing"
"Matisia",7296118,"Matisia",""
"Mauria",3233141,"Mauria",""
"Mayna",7274118,"Mayna",""
"Maytenus",3169095,"Maytenus",""
"Maytenus schippii-MAYTSC-MAYS",9793143,"Monteverdia schippii","Freestanding"
"Maytenus sieberiana-MAYTLO",9652852,"Monteverdia sieberiana","Freestanding"
"Melanopsidium",2906340,"Melanopsidium",""
"Melastomataceae",6683,"Melastomataceae",""
"Melia",3190496,"Melia",""
"Meliaceae",2397,"Meliaceae",""
"Melicoccus",3189989,"Melicoccus",""
"Meliosma",3033959,"Meliosma",""
"Melothria",2874549,"Melothria",""
"Melothria pendula-MELOPE-MELP",2874550,"Melothria pendula","Climbing"
"Melothria trilobata-MELOTR-MELT",7317621,"Melothria trilobata","Climbing"
"Mendoncia",7263432,"Mendoncia",""
"Mendoncia costaricana-MENDGR-MENG",3772633,"Mendoncia costaricana","Climbing"
"Mendoncia retusa-MENDRE",3771888,"Mendoncia retusa","Climbing"
"Menispermaceae",2411,"Menispermaceae",""
"Meriania",3231526,"Meriania",""
"Merremia",2928639,"Merremia",""
"Merremia umbellata-MERRUM",9452352,"Camonea umbellata","Climbing"
"Mesechites",7317256,"Mesechites",""
"Mesechites trifidus-MESETR-MEST",7317257,"Mesechites trifidus","Climbing"
"Mespilodaphne",7304101,"Mespilodaphne",""
"Metastelma",6416392,"Metastelma",""
"Metteniusa",7314358,"Metteniusa",""
"Metteniusaceae",4898632,"Metteniusaceae",""
"Mezia",7378940,"Mezia",""
"Miconia",3188558,"Miconia",""
"Miconia affinis-MICOAF-MIC1",3188559,"Miconia affinis","Freestanding"
"Miconia argentea-MICOAR-MIC2",3859926,"Miconia argentea","Freestanding"
"Miconia barbinervis-MICOBA",3859193,"Miconia barbinervis","Freestanding"
"Miconia cinnamomea-CONOCI-CONC",3869829,"Miconia cinnamomea","Freestanding"
"Miconia conobracteata-CONOBR-CONB",10712139,"Miconia conobracteata","Freestanding"
"Miconia conospeciosa-CONOSP-CON1",10820655,"Miconia conospeciosa","Freestanding"
"Miconia dentata-CLIDDE-CLID",10677735,"Miconia dentata","Freestanding"
"Miconia dependens-CLIDCA-CLI1",10738960,"Miconia dependens","Freestanding"
"Miconia elata-MICOEL-MICE",3866980,"Miconia elata","Freestanding"
"Miconia formicocollina-CLIDC1",10772614,"Miconia formicocollina","Freestanding"
"Miconia hondurensis-MICOHO-MICH",3864206,"Miconia hondurensis","Freestanding"
"Miconia impetiolaris-MICOIM-MICI",8409353,"Miconia impetiolaris","Freestanding"
"Miconia lacera-MICOLA-MIC3",3863059,"Miconia lacera","Freestanding"
"Miconia lateriflora-MICOL1-MIC4",3862739,"Miconia lateriflora","Freestanding"
"Miconia lonchophylla-MICOLO-MIC5",3862232,"Miconia lonchophylla","Freestanding"
"Miconia minutiflora-MICOBO-MICB",10932080,"Miconia minutiflora","Freestanding"
"Miconia nervosa-MICONE-MICN",3859839,"Miconia nervosa","Freestanding"
"Miconia octona-CLIDOC-CLIO",10699427,"Miconia octona","Freestanding"
"Miconia prasina-MICOPR-MICP",3188562,"Miconia prasina","Freestanding"
"Miconia purpureoviolacea-CLIDDI-CLIP",10800391,"Miconia purpureoviolacea","Freestanding"
"Miconia quinquenervia-OSSQ",7428033,"Miconia quinquenervia","Freestanding"
"Miconia rufostellulata-MICOR1",3868203,"Miconia rufostellulata","Freestanding"
"Miconia shattuckii-MICOSH-MIC7",3866811,"Miconia shattuckii","Freestanding"
"Miconia sulcicaulis-LEANDI-LEAD",10839238,"Miconia sulcicaulis","Freestanding"
"Miconia xalapensis-CONOXA",3862726,"Miconia xalapensis","Freestanding"
"Microdesmia",9705633,"Microdesmia",""
"Micropholis",2887381,"Micropholis",""
"Mikania",7722389,"Mikania",""
"Mikania leiostachya-MIKALE-MIKL",5398756,"Mikania leiostachya","Climbing"
"Mikania micrantha-MIKAMI-MIKM",5398421,"Mikania micrantha","Climbing"
"Mikania psilostachya-MIKAPS",5398527,"Mikania psilostachya","Climbing"
"Mikania tonduzii-MIKATO-MIKT",5398391,"Mikania tonduzii","Climbing"
"Mimosa",2969235,"Mimosa",""
"Mimusops",2883690,"Mimusops",""
"Minquartia",7326522,"Minquartia",""
"Mollinedia",3034105,"Mollinedia",""
"Momordica",2874578,"Momordica",""
"Momordica charantia-MEMOCH-MOMC",2874581,"Momordica charantia","Climbing"
"Monimiaceae",2494,"Monimiaceae",""
"Monoon",3158076,"Monoon",""
"Monteverdia",7265474,"Monteverdia",""
"Moquilea",7335164,"Moquilea",""
"Moquilea platypus-LICAPL-LICP",2985306,"Moquilea platypus","Freestanding"
"Mora",2960422,"Mora",""
"Moraceae",6640,"Moraceae",""
"Morella",7780807,"Morella",""
"Morinda",2915429,"Morinda",""
"Morinda seibertii-APPUSE-APPS",3848264,"Appunia seibertii","Freestanding"
"Moringa",3054180,"Moringa",""
"Moringaceae",6753,"Moringaceae",""
"Morisonia",3054275,"Morisonia","Freestanding"
"Morisonia frondosa-CAPPFR-CAPF",6069332,"Capparidastrum frondosum","Freestanding"
"Mortoniodendron",7311009,"Mortoniodendron",""
"Morus",2984545,"Morus",""
"Mosannona",3158155,"Mosannona",""
"Mosannona garwoodii-MALMSP-CRES",3648797,"Mosannona garwoodiae","Freestanding"
"Mosquitoxylum",7321669,"Mosquitoxylum",""
"Mosquitoxylum jamaicense-MOSQJA-MOSJ",7321670,"Mosquitoxylum jamaicense","Freestanding"
"Mouriri",3188623,"Mouriri",""
"Mouriri myrtilloides-MOURMY-MOUM",3870233,"Mouriri myrtilloides","Freestanding"
"Mucuna",2951351,"Mucuna",""
"Mucuna mutisiana-MUCUMU-MUCM",2951409,"Mucuna mutisiana","Climbing"
"Mucuna rostrata-MUCURO",2951411,"Mucuna rostrata","Climbing"
"Muehlenbeckia",2888858,"Muehlenbeckia",""
"Muellera",7275091,"Muellera",""
"Munnozia",3099326,"Munnozia",""
"Muntingia",3152035,"Muntingia",""
"Muntingia calabura-MUNTCA-MUNC",3152036,"Muntingia calabura","Freestanding"
"Muntingiaceae",2230,"Muntingiaceae",""
"Murraya",3190383,"Murraya",""
"Myrcia",3173889,"Myrcia",""
"Myrcia fosteri-MYRCFO-MYR1",3174678,"Myrcia fosteri","Freestanding"
"Myrcia splendens-MYRCGA-MYRG",3174691,"Myrcia splendens","Freestanding"
"Myrcianthes",3188150,"Myrcianthes",""
"Myrciaria",3186407,"Myrciaria",""
"Myrica",5938218,"Myrica",""
"Myricaceae",2432,"Myricaceae",""
"Myriocarpa",3234510,"Myriocarpa",""
"Myriocarpa longipes-MYRILO-MYRY",7300750,"Myriocarpa longipes","Freestanding"
"Myriopus",7131644,"Myriopus",""
"Myristica",3152840,"Myristica",""
"Myristicaceae",2439,"Myristicaceae",""
"Myrospermum",2976680,"Myrospermum",""
"Myrospermum frutescens-MYROFR-MYR2",2976681,"Myrospermum frutescens","Freestanding"
"Myroxylon",7362006,"Myroxylon",""
"Myrsine",3169412,"Myrsine",""
"Myrtaceae",5014,"Myrtaceae",""
"Naucleopsis",7262533,"Naucleopsis",""
"Nectandra cissiflora-NECTCI-NECC",5685370,"Nectandra cissiflora","Freestanding"
"Nectandra lineata-NECTGL-NECL",5685105,"Nectandra lineata","Freestanding"
"Nectandra-NECTS1",3034018,"Nectandra","Freestanding"
"Neea amplifolia-NEEAAM-NEEA",3700440,"Neea amplifolia","Freestanding"
"Neea urophylla",3700440,"Neea amplifolia","Freestanding"
"Neea-NEEA6",3086079,"Neea","Freestanding"
"Neltuma",2970763,"Prosopis",""
"Neocapparis",10659687,"Neocapparis",""
"Neocarya",2984760,"Neocarya",""
"Neosprucea",7274195,"Neosprucea",""
"Nephelium",3189978,"Nephelium",""
"Nerium",3169755,"Nerium",""
"Neurolaena",3096766,"Neurolaena",""
"Neurolaena lobata-NEURLO-NEUL",7545076,"Neurolaena lobata","Freestanding"
"Neustanthus",2947396,"Neustanthus",""
"Niedenzuella",7285711,"Niedenzuella",""
"Nyctaginaceae",6718,"Nyctaginaceae",""
"Nypa",2738421,"Nypa",""
"Nyssa",3082211,"Nyssa",""
"Nyssaceae",6712,"Nyssaceae",""
"Ochnaceae",6642,"Ochnaceae",""
"Ochoterenaea",7321599,"Ochoterenaea",""
"Ochroma",3152238,"Ochroma",""
"Ochroma pyramidale-OCHRPY-OCHP",3152240,"Ochroma pyramidale","Freestanding"
"Ocotea",3034076,"Ocotea",""
"Ocotea leptobotra-OCOTCE-OCOC",4179703,"Ocotea leptobotra","Freestanding"
"Ocotea oblonga-OCOTOB-OCOO",7304263,"Ocotea oblonga","Freestanding"
"Ocotea puberula-OCOTPU-OCOP",7304142,"Ocotea puberula","Freestanding"
"Ocotea whitei-OCOTWH-OCOS",4180728,"Ocotea whitei","Freestanding"
"Odonellia",7323939,"Odonellia",""
"Odontadenia",7316739,"Odontadenia",""
"Odontadenia puncticulosa-ODO1PU-ODOP",3616386,"Odontadenia puncticulosa","Climbing"
"Odontadenia semidigyna-ODO1MA-ODOM",10525151,"Odontadenia semidigyna","Climbing"
"Odontocarya",7268633,"Odontocarya",""
"Odontocarya tamoides-ODO2TA-ODO1",7268771,"Odontocarya tamoides","Climbing"
"Odontocarya truncata-ODO2TR-ODO2",3830257,"Odontocarya truncata","Climbing"
"Oenocarpus",2735438,"Oenocarpus",""
"Oenocarpus mapora-OENOMA-OENM",2735446,"Oenocarpus mapora","Freestanding"
"Olacaceae",6662,"Olacaceae",""
"Oleaceae",6652,"Oleaceae",""
"Olmedia",3766294,"Olmedia",""
"Omphalea",3062195,"Omphalea",""
"Omphalea diandra-OMPHDI-OMPD",3062246,"Omphalea diandra","Climbing"
"Onagraceae",2430,"Onagraceae",""
"Operculina",9469847,"Operculina",""
"Opiliaceae",3232649,"Opiliaceae",""
"Oreomunnea",7148650,"Oreomunnea",""
"Oreopanax",3036520,"Oreopanax",""
"Oreopanax capitatus-OREOCA-OREC",3036624,"Oreopanax capitatus","Freestanding"
"Ormosia",2960439,"Ormosia",""
"Ormosia amazonica-ORMOAM-ORMA",5355607,"Ormosia amazonica","Freestanding"
"Ormosia coccinea-ORMOCR-ORMC",5355587,"Ormosia coccinea","Freestanding"
"Ormosia macrocalyx-ORMOMA-ORMM",5355476,"Ormosia macrocalyx","Freestanding"
"Ormosia panamensis-ORMOPA-ORMP",5355604,"Ormosia panamensis","Freestanding"
"Orthomene",7268748,"Orthomene",""
"Orthosia",3231057,"Orthosia",""
"Osteophloeum",3742996,"Osteophloeum",""
"Otoba",7333703,"Otoba",""
"Ouratea",3189667,"Ouratea",""
"Ouratea lucens-OURALU-OURL",7326730,"Ouratea lucens","Freestanding"
"Oxalidaceae",6697,"Oxalidaceae",""
"Oxandra",3154735,"Oxandra",""
"Oxandra panamensis-OXANPA",3154745,"Oxandra panamensis","Freestanding"
"Oxypetalum",3170199,"Oxypetalum",""
"Pachira",3152234,"Pachira",""
"Pachira aquatica-POCHAQ-PACA",3152235,"Pachira aquatica","Freestanding"
"Pachira sessilis-POCHSE-BOMS",4073559,"Pachira sessilis","Freestanding"
"Pachyptera",7368500,"Pachyptera",""
"Pachyptera kerere-MANSKE-PACK",4094079,"Pachyptera kerere","Climbing"
"Pachyrhizus",2974664,"Pachyrhizus",""
"Palicourea",2898662,"Palicourea",""
"Palicourea acuminata-PSYCAC-PYAC",7763101,"Palicourea acuminata","Freestanding"
"Palicourea brachiata-PSYCB1-PYB1",8416596,"Palicourea brachiata","Freestanding"
"Palicourea cyanococca-PSYCPI-PYPI",10934022,"Palicourea cyanococca","Freestanding"
"Palicourea deflexa-PSYCDE-PYDE",7579870,"Palicourea deflexa","Freestanding"
"Palicourea gracilenta-PSYCB2-PYB2",10232993,"Palicourea gracilenta","Freestanding"
"Palicourea guianensis-PALIGU-PALG",2898772,"Palicourea guianensis","Freestanding"
"Palicourea hoffmannseggiana-PSYCFU-PYFU",8095300,"Palicourea hoffmannseggiana","Freestanding"
"Palicourea racemosa-PYRA",11086770,"Palicourea racemosa","Freestanding"
"Palicourea tomentosa-PYPO",7866160,"Palicourea tomentosa","Freestanding"
"Palicourea violacea-PSYCC1-PYC1",2921742,"Palicourea violacea","Freestanding"
"Panopsis",8348318,"Panopsis",""
"Papaveraceae",2422,"Papaveraceae",""
"Paramachaerium",2959527,"Paramachaerium",""
"Parathesis",3169397,"Parathesis",""
"Parathesis fusca-PAR2FU",3722763,"Parathesis fusca","Freestanding"
"Parathesis microcalyx-PAR2MI-PARM",3722415,"Parathesis microcalyx","Freestanding"
"Paratrophis",7262720,"Paratrophis",""
"Parinari",2984937,"Parinari",""
"Parkia",2943936,"Parkia",""
"Parkinsonia",2964820,"Parkinsonia",""
"Parmentiera",3172594,"Parmentiera",""
"Passiflora",2874172,"Passiflora",""
"Passiflora ambigua-PASSAM-PAS1",7849294,"Passiflora ambigua","Climbing"
"Passiflora auriculata-PASSAU-PAS2",3587589,"Passiflora auriculata","Climbing"
"Passiflora biflora-PASSBI-PASB",2874204,"Passiflora biflora","Climbing"
"Passiflora foetida-PASSFO-PASF",2874211,"Passiflora foetida","Climbing"
"Passiflora megacoriacea-PASSME",9027381,"Passiflora megacoriacea","Climbing"
"Passiflora menispermifolia-PASSM3",7313428,"Passiflora menispermifolia","Climbing"
"Passiflora misera-PASSMI",3587005,"Passiflora misera","Climbing"
"Passiflora nitida-PASSNI-PASN",3587301,"Passiflora nitida","Climbing"
"Passiflora platyloba-PASSPL",7313348,"Passiflora platyloba","Climbing"
"Passiflora seemannii-PASSSE-PASS",3586863,"Passiflora seemannii","Climbing"
"Passiflora vitifolia-PASSVI-PASV",2874186,"Passiflora vitifolia","Climbing"
"Passifloraceae",2378,"Passifloraceae",""
"Patinoa",7296155,"Patinoa",""
"Paullinia",3189948,"Paullinia",""
"Paullinia allenii-PAULA1",3785536,"Paullinia allenii","Climbing"
"Paullinia baileyi-PAULBA-PAU1",3785356,"Paullinia baileyi","Climbing"
"Paullinia bracteosa-PAULBR-PAU2",3785232,"Paullinia bracteosa","Climbing"
"Paullinia fuscescens-PAU3",3189951,"Paullinia fuscescens","Climbing"
"Paullinia glomerulosa-PAULG2-PAU4",3784333,"Paullinia glomerulosa","Climbing"
"Paullinia pinnata-PAULPI-PAU5",3189950,"Paullinia pinnata","Climbing"
"Paullinia pterocarpa-PAULPT-PAU6",3787941,"Paullinia pterocarpa","Climbing"
"Paullinia rugosa-PAULRU-PAUR",3787746,"Paullinia rugosa","Climbing"
"Paullinia turbacensis-PAULTU-PAUT",3787116,"Paullinia turbacensis","Climbing"
"Pausandra",3075099,"Pausandra",""
"Pavonia",3152525,"Pavonia",""
"Pavonia dasypetala-LOPIDA-PAVD",5619129,"Pavonia dasypetala","Freestanding"
"Paypayrola",7296259,"Paypayrola",""
"Pelliciera",2883100,"Pelliciera",""
"Peltogyne",2952686,"Peltogyne",""
"Peltophorum",2952763,"Peltophorum",""
"Peltostigma",7268830,"Peltostigma",""
"Pentaclethra",2943554,"Pentaclethra",""
"Pentagonia",2893500,"Pentagonia",""
"Pentagonia macrophylla-PENTMA-PENM",5334728,"Pentagonia macrophylla","Freestanding"
"Pentaphylacaceae",4259202,"Pentaphylacaceae",""
"Pentaplaris",7296152,"Pentaplaris",""
"Pera",3231319,"Pera",""
"Peraceae",4896765,"Peraceae",""
"Perebea",7262669,"Perebea",""
"Perebea angustifolia-PEREAN",3765858,"Perebea angustifolia","Freestanding"
"Perebea xanthochyma-PEREXA-PERX",3765422,"Perebea xanthochyma","Freestanding"
"Peritassa",7265649,"Peritassa",""
"Perrottetia",6008745,"Perrottetia",""
"Persea",3034041,"Persea",""
"Persea americana-PERSAM-PER1",3034046,"Persea americana","Freestanding"
"Petiveriaceae",4923867,"Petiveriaceae",""
"Petrea",2925535,"Petrea",""
"Petrea volubilis-PETRAS-PETA",2925536,"Petrea volubilis","Climbing"
"Phaseolus",2947798,"Phaseolus",""
"Phippsiomeles",11481276,"Phippsiomeles",""
"Phoenix",2732076,"Phoenix",""
"Pholidostachys",4930249,"Pholidostachys",""
"Phragmotheca",3234070,"Phragmotheca",""
"Phyllanthaceae",8807,"Phyllanthaceae",""
"Phyllanthus",3061139,"Phyllanthus",""
"Phyllanthus acuminatus-PHYLAC-PHYA",5381441,"Phyllanthus acuminatus","Freestanding"
"Phyllonoma",7278590,"Phyllonoma",""
"Phyllonomaceae",4896346,"Phyllonomaceae",""
"Phytelephas",2736285,"Phytelephas",""
"Phytelephas macrocarpa-PHYTSE",2736300,"Phytelephas macrocarpa","Freestanding"
"Phytolaccaceae",2516,"Phytolaccaceae",""
"Picramnia latifolia-PICRLA-PICL",3708918,"Picramnia latifolia","Freestanding"
"Picramnia-PICR1",8118842,"Picramnia","Freestanding"
"Picramniaceae",3694522,"Picramniaceae",""
"Picrasma",3190671,"Picrasma",""
"Pimenta",3186060,"Pimenta",""
"Pinaceae",3925,"Pinaceae",""
"Pinochia",9465712,"Pinochia",""
"Pinochia peninsularis-FORSPE-FORP",3616996,"Pinochia peninsularis","Climbing"
"Pinus",2684241,"Pinus",""
"Pinzona",3083489,"Pinzona",""
"Piparea",7274133,"Piparea",""
"Piparea dentata-CASECO-CASC",3878707,"Piparea dentata","Freestanding"
"Piper",3075433,"Piper",""
"Piper aequale-PIPEAE-PPAE",3086344,"Piper aequale","Freestanding"
"Piper arboreum-PIPEA1-PPA1",7304860,"Piper arboreum","Freestanding"
"Piper auritum-PIPEAU-PPAU",3086352,"Piper auritum","Freestanding"
"Piper cordulatum-PIPECO-PPCO",10911201,"Piper trinervium","Freestanding"
"Piper culebranum",4188804,"Piper culebranum","Freestanding"
"Piper dilatatum",3086349,"Piper dilatatum","Freestanding"
"Piper grande-PIPEGR-PPGR",8107355,"Piper grande","Freestanding"
"Piper hispidum-PIPEHI-PPHI",3086355,"Piper hispidum","Freestanding"
"Piper lucigaudens-PIPELU",7305514,"Piper lucigaudens","Freestanding"
"Piper marginatum-PIPEMA-PPMA",3086325,"Piper marginatum","Freestanding"
"Piper multiplinervium-PIPEMU",4191505,"Piper multiplinervium","Climbing"
"Piper peltatum-PIPEP1",3086365,"Piper peltatum","Freestanding"
"Piper perlasense-PIPEPE-PPPE",4185113,"Piper perlasense","Freestanding"
"Piper reticulatum-PIPERE-PPRE",3086330,"Piper reticulatum","Freestanding"
"Piper subnudispicum",4186301,"Piper subnudispicum","Freestanding"
"Piper villiramulum-PIPEVI",7305499,"Piper villiramulum","Freestanding"
"Piperaceae",6678,"Piperaceae",""
"Piptadenia",2951753,"Piptadenia",""
"Piptocoma",3122102,"Piptocoma",""
"Piscidia",2956053,"Piscidia",""
"Pisonia",3086250,"Pisonia",""
"Pisonia aculeata-PISOAC-PISA",3086260,"Pisonia aculeata","Climbing"
"Pithecellobium",2962745,"Pithecellobium",""
"Pithecellobium hymenaeifolium-PIT1HY-PITH",3796237,"Pithecellobium hymenaeifolium","Freestanding"
"Pittoniotis",2911205,"Pittoniotis",""
"Pittoniotis trichantha-ANTITR-ANTT",2911216,"Pittoniotis trichantha","Freestanding"
"Platymiscium",2944717,"Platymiscium",""
"Platypodium",2977382,"Platypodium",""
"Platypodium elegans-PLA2EL-PLAE",2977383,"Platypodium elegans","Freestanding"
"Pleonotoma",7298646,"Pleonotoma",""
"Pleonotoma variabilis-PLEOVA-PLEV",7298647,"Pleonotoma variabilis","Climbing"
"Pleroma",7273178,"Pleroma",""
"Pleuranthodendron",7311194,"Pleuranthodendron",""
"Pleurothyrium-PLEUHE",10738820,"Pleurothyrium","Freestanding"
"Plinia-PLIN1",3173680,"Plinia","Freestanding"
"Pluchea",3132596,"Pluchea",""
"Plukenetia",3070698,"Plukenetia",""
"Plumeria",3169672,"Plumeria",""
"Pochota",7296119,"Pochota",""
"Pochota fendleri-POCHQU-BOMQ",9158473,"Pochota fendleri","Freestanding"
"Podandrogyne",7273331,"Podandrogyne",""
"Podocarpaceae",8830,"Podocarpaceae",""
"Podocarpus",5284386,"Podocarpus",""
"Podranea",3172591,"Podranea",""
"Pogonopus",2919027,"Pogonopus",""
"Pogonopus exsertus-POGOSP",5340236,"Pogonopus exsertus","Freestanding"
"Polyalthia",3156263,"Polyalthia",""
"Polyclathra",7317839,"Polyclathra",""
"Polygalaceae",2417,"Polygalaceae",""
"Polygonaceae",2416,"Polygonaceae",""
